Candidate,tscore,mi,mi3,mi_log_f,ll,mle,ms,log_dice,avg,norm,opt,label
mảng bám,"0,2498910941","23,6514906","25,6514906","25,98381821","992,170213","0,0001742312048","0,6666666667","16,0000314",,,,0
bệnh tim,"0,2215052697","18,55838119","21,72830619","25,7273792","22147,2736","0,0002613468072","0,04918032787","16,58498331",,,,1
ảnh_hưởng nghiêm_trọng,"0,2492809168","19,89660309","21,89660309","21,85865266","5889,807126","0,0001742312048","0,08","16,00003132",,,,0
nhiễm virus,"-0,002178982895","19,56402776","19,56402776","13,56075068","1995,15439","0,0000871156024","0,0625","15,0000627",,,,1
cmv lây_truyền,"-0,002352667682","20,3295625","20,3295625","14,09137893","5602,463355","0,0000871156024","0,04166666667","15,00006269",,,,0
dịch cơ_thể,"-0,00165533305","21,72549118","21,72549118","15,05896296","727,5517564","0,0000871156024","0,05555555556","15,00006273",,,,1
nhiễm cmv,"0,1388089874","20,7446","25,914525","40,36712768","1892,008681","0,0005226936144","0,25","17,58497294",,,,0
tồn_tại dai_dẳng,"-0,0002613619855","24,38845619","24,38845619","16,90478965","888,2182731","0,0000871156024","0,5","15,00006282",,,,0
viêm họng,"-0,0007841466694","22,38845619","22,38845619","15,51849529","1647,253392","0,0000871156024","0,1428571429","15,00006278",,,,1
sức_khoẻ trẻ,"-0,005845169293","16,77129487","16,77129487","11,62497575","7546,618633","0,0000871156024","0,02702702703","15,00006247",,,,0
vắc-xin phòng_ngừa,"0,249825746","22,97341869","24,97341869","25,23888009","839,4298621","0,0001742312048","0,3333333333","16,00003139",,,,1
phòng_ngừa cmv,"-0,002614560907","19,52220758","19,52220758","13,53176314","1484,339443","0,0000871156024","0,04166666667","15,00006267",,,,0
hệ_miễn_dịch yếu,"-0,0004356235468","23,38845619","23,38845619","16,21164247","888,2182731","0,0000871156024","0,3333333333","15,00006281",,,,1
thuốc kháng,"-0,002614082792","20,16606377","20,16606377","13,97805024","6538,615341","0,0000871156024","0,03703703704","15,00006267",,,,0
kháng virus,"-0,001655560724","20,88595585","20,88595585","14,47704141","1033,146073","0,0000871156024","0,0625","15,00006273",,,,0
lây_nhiễm cmv,"0,1873311338","20,70663215","24,70663215","33,32603882","1573,511056","0,0003484624096","0,1666666667","17,00001566",,,,0
trường_hợp trẻ,"-0,004272034091","18,02505146","18,02505146","12,4940136","2574,491734","0,0000871156024","0,02702702703","15,00006257",,,,0
cấy_ghép ốc,"-0,0001742387939","24,97341869","24,97341869","17,31025476","727,5517564","0,0000871156024",1,"15,00006282",,,,0
ốc tai,"-0,0002613619855","24,38845619","24,38845619","16,90478965","727,5517564","0,0000871156024","0,5","15,00006282",,,,0
mẹ bé,"-0,008203688193","15,97341869","15,97341869","11,07193013","7898,593133","0,0000871156024","0,01587301587","15,00006232",,,,0
phòng_ngừa kịp_thời,"-0,0006970158888","22,58110127","22,58110127","15,65202668","1484,339443","0,0000871156024","0,1666666667","15,00006279",,,,0
cmv ảnh_hưởng,"-0,004273217995","17,62912278","17,62912278","12,21957675","5602,463355","0,0000871156024","0,04","15,00006257",,,,0
ảnh_hưởng sức_khoẻ,"-0,004797049978","17,31878266","17,31878266","12,00446537","5906,533382","0,0000871156024","0,03333333333","15,00006253",,,,0
sức_khoẻ lâu_dài,"-0,002788154625","20,43425988","20,43425988","14,16394962","7546,618633","0,0000871156024","0,03333333333","15,00006266",,,,0
biến_chứng nghiêm_trọng,"-0,001219982712","20,99613877","20,99613877","14,55341439","1484,339443","0,0000871156024","0,125","15,00006276",,,,0
biểu_hiện triệu_chứng,"-0,002004114203","20,58110127","20,58110127","14,26573232","1033,146073","0,0000871156024","0,05","15,00006271",,,,0
phòng_ngừa virus,"-0,001917271809","20,07860093","20,07860093","13,91742562","1484,339443","0,0000871156024","0,0625","15,00006271",,,,0
nhà_khoa_học hy_vọng,"-0,001481420589","20,68801647","20,68801647","14,33984029","2574,491734","0,0000871156024","0,08333333333","15,00006274",,,,0
thai nhận_thức,"-0,004618265297","19,30099335","19,30099335","13,37842912","16104,55911","0,0000871156024","0,02","15,00006255",,,,0
phòng_tránh lây_nhiễm,"0,2497821712","22,4815656","24,4815656","24,69852423","992,170213","0,0001742312048","0,2857142857","16,00003139",,,,1
lây_nhiễm virus,"-0,002004508838","19,88595585","19,88595585","13,78389423","1647,253392","0,0000871156024","0,0625","15,00006271",,,,1
nước_bọt trẻ_em,"-0,0009584537655","21,80349369","21,80349369","15,11303018","1033,146073","0,0000871156024","0,125","15,00006277",,,,0
đồ_ăn thừa,"-0,0005227315601","23,38845619","23,38845619","16,21164247","727,5517564","0,0000871156024","0,2","15,0000628",,,,0
miệng bé,"-0,005663470386","19,38845619","19,38845619","13,43905374","888,2182731","0,0000871156024","0,01587301587","15,00006248",,,,0
hôn trán,"-0,0004356083685","23,6514906","23,6514906","16,39396402","1178,449841","0,0000871156024","0,25","15,00006281",,,,0
trán bé,"-0,005575876669","19,97341869","19,97341869","13,84451885","727,5517564","0,0000871156024","0,01587301587","15,00006249",,,,0
bố_mẹ chăm,"-0,0007841770259","22,16606377","22,16606377","15,36434461","1484,339443","0,0000871156024","0,1666666667","15,00006278",,,,0
khám_phá bí_quyết,"-0,0002613619855","24,38845619","24,38845619","16,90478965","727,5517564","0,0000871156024","0,5","15,00006282",,,,0
bí_quyết mẹ,"-0,002875285405","20,38845619","20,38845619","14,13220092","888,2182731","0,0000871156024","0,03225806452","15,00006265",,,,0
mẹ bỉm,"-0,00278793454","20,97341869","20,97341869","14,53766603","7898,593133","0,0000871156024","0,03225806452","15,00006266",,,,0
bỉm sữa,"-0,0002613619855","24,38845619","24,38845619","16,90478965","727,5517564","0,0000871156024","0,5","15,00006282",,,,0
sữa chăm,"-0,0004356235468","23,38845619","23,38845619","16,21164247","888,2182731","0,0000871156024","0,3333333333","15,00006281",,,,0
hạn_chế uống,"-0,002614689922","19,38845619","19,38845619","13,43905374","1647,253392","0,0000871156024","0,04347826087","15,00006267",,,,0
uống thuốc,"0,221737723","18,95105088","22,12097588","26,27173497","5272,776674","0,0002613468072","0,1111111111","16,58498335",,,,0
tác_dụng phụ,"-0,0004356083685","23,6514906","23,6514906","16,39396402","1178,449841","0,0000871156024","0,25","15,00006281",,,,1
huyết_áp_cao uống,"-0,002789270226","19,0665281","19,0665281","13,21591019","1995,15439","0,0000871156024","0,04347826087","15,00006266",,,,0
uống aspirin,"0,1598674796","20,16606377","24,80991996","36,13273572","5241,768283","0,000435578012","0,2173913043","17,32194062",,,,0
nguy_cơ tiền,"0,1387241348","19,10305397","24,27297897","37,1728266","15036,03924","0,0005226936144","0,125","17,58497291",,,,0
tiền sản_giật,"0,05245891011","20,72549118","29,06534118","61,02494409","4240,145156","0,001568080843","0,9","19,16992848",,,,0
aspirin uống,"-0,003313011141","18,38845619","18,38845619","12,74590656","3224,358139","0,0000871156024","0,04347826087","15,00006263",,,,0
đại_học pittsburgh,"-0,001742456242","21,6514906","21,6514906","15,00766966","4201,716095","0,0000871156024","0,05263157895","15,00006272",,,,0
thai kỳ,"0,07635074156","19,96032869","27,13025369","51,19723225","15961,84553","0,001045387229","0,24","18,5849677",,,,1
ca tử_vong,"-0,001481420589","20,68801647","20,68801647","14,33984029","1328,31772","0,0000871156024","0,08333333333","15,00006274",,,,1
toàn thế_giới,"0,249825746","22,97341869","24,97341869","25,23888009","839,4298621","0,0001742312048","0,3333333333","16,00003139",,,,0
triệu_chứng báo,"-0,002004114203","20,58110127","20,58110127","14,26573232","4465,930415","0,0000871156024","0,05","15,00006271",,,,0
sản_giật bao_gồm,"-0,001829837463","20,72549118","20,72549118","14,36581578","3945,459488","0,0000871156024","0,05555555556","15,00006272",,,,0
huyết_áp_cao đau_đầu,"-0,001045592135","21,6514906","21,6514906","15,00766966","1995,15439","0,0000871156024","0,1111111111","15,00006277",,,,0
đau_đầu buồn_nôn,"-0,0004356235468","23,38845619","23,38845619","16,21164247","1033,146073","0,0000871156024","0,3333333333","15,00006281",,,,0
thở sưng,"-0,001307159027","20,80349369","20,80349369","14,419883","1647,253392","0,0000871156024","0,125","15,00006275",,,,0
sưng quanh,"-0,0007841011347","22,80349369","22,80349369","15,80617736","1817,449779","0,0000871156024","0,125","15,00006278",,,,0
quanh mặt,"-0,000348485177","23,97341869","23,97341869","16,61710757","727,5517564","0,0000871156024","0,3333333333","15,00006281",,,,0
bàn_tay tiền,"-0,001829579433","21,58110127","21,58110127","14,9588795","727,5517564","0,0000871156024","0,05","15,00006272",,,,0
phát_hiện thông_qua,"-0,001655454476","21,21853119","21,21853119","14,70756507","3697,153701","0,0000871156024","0,05882352941","15,00006273",,,,0
kiểm_tra thông_thường,"-0,0002613619855","24,38845619","24,38845619","16,90478965","727,5517564","0,0000871156024","0,5","15,00006282",,,,0
đo huyết_áp,"0,08257254744","19,1081072","26,02697044","47,48186265","3301,608469","0,0009582716264","0,130952381","18,45943728",,,,1
điều_chỉnh chế_độ,"-0,003223808528","20,21853119","20,21853119","14,01441789","888,2182731","0,0000871156024","0,02857142857","15,00006263",,,,0
ăn_uống lành_mạnh,"0,221980108","20,68801647","23,85794147","28,67968058","3185,877938","0,0002613468072","0,2","16,5849834",,,,0
thai kỳỳ,"-0,004443275179","20,30099335","20,30099335","14,0715763","16104,55911","0,0000871156024","0,02","15,00006256",,,,0
tiến_hành phân_tích,"-0,00113277604","21,3295625","21,3295625","14,78452611","1995,15439","0,0000871156024","0,1111111111","15,00006276",,,,0
liều trung_bình,"-0,001132730505","21,51398707","21,51398707","14,91235948","1033,146073","0,0000871156024","0,1","15,00006276",,,,0
tiền_sử gia_đình,"-0,001219868875","21,38845619","21,38845619","14,82534811","1033,146073","0,0000871156024","0,09090909091","15,00006276",,,,0
sản_giật tiến_triển,"-0,001829837463","20,72549118","20,72549118","14,36581578","3945,459488","0,0000871156024","0,05555555556","15,00006272",,,,0
kê toa,"-0,0001742387939","24,97341869","24,97341869","17,31025476","727,5517564","0,0000871156024",1,"15,00006282",,,,0
aspirin liều,"-0,001568422354","20,97341869","20,97341869","14,53766603","3224,358139","0,0000871156024","0,06666666667","15,00006274",,,,0
hội_chứng hughes,"-0,0005227315601","23,38845619","23,38845619","16,21164247","1328,31772","0,0000871156024","0,2","15,0000628",,,,1
hội_chứng kháng,"-0,0006970386562","22,38845619","22,38845619","15,51849529","1328,31772","0,0000871156024","0,2","15,00006279",,,,0
kháng phospholipid,"-0,000348485177","23,97341869","23,97341869","16,61710757","1033,146073","0,0000871156024","0,3333333333","15,00006281",,,,1
chứng rối_loạn,"-0,001219982712","20,99613877","20,99613877","14,55341439","1817,449779","0,0000871156024","0,125","15,00006276",,,,0
rối_loạn hệ_miễn_dịch,"-0,0006970158888","22,58110127","22,58110127","15,65202668","1484,339443","0,0000871156024","0,1666666667","15,00006279",,,,1
cục máu,"-0,001306931353","21,58110127","21,58110127","14,9588795","888,2182731","0,0000871156024","0,07692307692","15,00006275",,,,0
máu đông,"-0,001306931353","21,58110127","21,58110127","14,9588795","2783,229555","0,0000871156024","0,07692307692","15,00006275",,,,1
cá nguyệt,"-0,0002613619855","24,38845619","24,38845619","16,90478965","888,2182731","0,0000871156024","0,5","15,00006282",,,,0
rối_loạn thận,"-0,0006970158888","22,58110127","22,58110127","15,65202668","1484,339443","0,0000871156024","0,1666666667","15,00006279",,,,1
kết_quả nghiên_cứu,"0,2213208421","17,83216303","21,00208803","24,72062706","4166,139455","0,0002613468072","0,04054054054","16,58498327",,,,0
nghiên_cứu aspirin,"-0,007761712546","16,7446","16,7446","11,60647228","30595,65845","0,0000871156024","0,01351351351","15,00006235",,,,0
tín_hiệu khả_quan,"-0,0002613619855","24,38845619","24,38845619","16,90478965","888,2182731","0,0000871156024","0,5","15,00006282",,,,0
thói_quen sống,"-0,002178648973","19,99613877","19,99613877","13,86026721","1328,31772","0,0000871156024","0,05","15,0000627",,,,0
sống lành_mạnh,"0,2219316682","20,33437952","23,50430452","28,18943566","4430,916278","0,0002613468072","0,15","16,58498339",,,,0
tăng_cường sức,"-0,0006099002864","22,6514906","22,6514906","15,70081684","1033,146073","0,0000871156024","0,25","15,0000628",,,,0
sức đề_kháng,"-0,0004356083685","23,6514906","23,6514906","16,39396402","1178,449841","0,0000871156024","0,25","15,00006281",,,,0
chứng tiền,"0,2493898872","20,19205898","22,19205898","22,18324413","1791,621684","0,0001742312048","0,1","16,00003134",,,,0
điều_trị chứng,"0,2489975938","19,3295625","21,3295625","21,2356949","10571,10549","0,0001742312048","0,05263157895","16,00003129",,,,0
đứa bé,"0,1387145382","19,54296614","24,71289114","38,02885615","1892,008681","0,0005226936144","0,09523809524","17,5849729",,,,0
đầu đời,"-0,0006970158888","22,58110127","22,58110127","15,65202668","1484,339443","0,0000871156024","0,1666666667","15,00006279",,,,0
bố ghê,"-0,001829579433","21,58110127","21,58110127","14,9588795","4465,930415","0,0000871156024","0,05","15,00006272",,,,0
bé cưng,"0,1871350839","19,9073295","23,9073295","32,03961083","23341,73073","0,0003484624096","0,06349206349","17,00001561",,,,0
cưng chào_đời,"-0,0004356083685","23,6514906","23,6514906","16,39396402","1178,449841","0,0000871156024","0,25","15,00006281",,,,0
nhận_xét bé,"-0,005575876669","19,97341869","19,97341869","13,84451885","727,5517564","0,0000871156024","0,01587301587","15,00006249",,,,0
yếu_tố di_truyền,"-0,001307067958","21,0665281","21,0665281","14,60220455","1178,449841","0,0000871156024","0,09090909091","15,00006275",,,,1
di_truyền quyết_định,"-0,001743063372","20,0665281","20,0665281","13,90905737","2373,598768","0,0000871156024","0,09090909091","15,00006272",,,,0
nuôi dạy,"-0,0008712774501","22,21853119","22,21853119","15,40071225","888,2182731","0,0000871156024","0,125","15,00006278",,,,0
dạy con_cái,"-0,0008712774501","22,21853119","22,21853119","15,40071225","1817,449779","0,0000871156024","0,125","15,00006278",,,,0
động_lực chăm_sóc,"-0,001655727685","20,4815656","20,4815656","14,19673945","1328,31772","0,0000871156024","0,07142857143","15,00006273",,,,0
mức_độ gắn_bó,"-0,000348485177","23,97341869","23,97341869","16,61710757","1033,146073","0,0000871156024","0,3333333333","15,00006281",,,,0
bố đóng,"-0,001916846818","20,99613877","20,99613877","14,55341439","4465,930415","0,0000871156024","0,05","15,00006271",,,,0
đóng vai_trò,"-0,0004356235468","23,38845619","23,38845619","16,21164247","888,2182731","0,0000871156024","0,3333333333","15,00006281",,,,0
giúp cải_thiện,"-0,00313770228","19,0665281","19,0665281","13,21591019","7202,631599","0,0000871156024","0,03448275862","15,00006264",,,,0
cải_thiện sức_khoẻ,"-0,003224871006","19,01922238","19,01922238","13,18312037","1647,253392","0,0000871156024","0,03333333333","15,00006263",,,,0
mẹ đơn_thân,"-0,00278793454","20,97341869","20,97341869","14,53766603","7898,593133","0,0000871156024","0,03225806452","15,00006266",,,,0
nhà_nghiên_cứu thu_thập,"-0,00217823916","20,80349369","20,80349369","14,419883","5306,371013","0,0000871156024","0,04347826087","15,0000627",,,,0
bệnh hen,"-0,005401630286","20,01922238","20,01922238","13,87626755","22174,54794","0,0000871156024","0,01639344262","15,0000625",,,,1
hen phế_quản,"-0,0001742387939","24,97341869","24,97341869","17,31025476","727,5517564","0,0000871156024",1,"15,00006282",,,,1
ghé thăm,"0,2498910941","23,6514906","25,6514906","25,98381821","839,4298621","0,0001742312048","0,6666666667","16,0000314",,,,0
chỉ_số sức_khoẻ,"-0,002788154625","20,43425988","20,43425988","14,16394962","888,2182731","0,0000871156024","0,03333333333","15,00006266",,,,0
chăm_sóc thường_xuyên,"-0,001655727685","20,4815656","20,4815656","14,19673945","2999,843864","0,0000871156024","0,07142857143","15,00006273",,,,0
giúp bố,"-0,004273066212","17,67421067","17,67421067","12,2508293","7202,631599","0,0000871156024","0,03448275862","15,00006257",,,,0
thương_yêu đứa,"-0,0008712243262","22,6514906","22,6514906","15,70081684","727,5517564","0,0000871156024","0,1111111111","15,00006278",,,,0
yếu_tố duy_nhất,"-0,0004356083685","23,6514906","23,6514906","16,39396402","1178,449841","0,0000871156024","0,25","15,00006281",,,,0
quyết_định trẻ,"-0,00400984489","18,40356308","18,40356308","12,75637786","1995,15439","0,0000871156024","0,02702702703","15,00006258",,,,0
tuổi_thơ đẹp,"-0,0001742387939","24,97341869","24,97341869","17,31025476","727,5517564","0,0000871156024",1,"15,00006282",,,,0
chăm_sóc con_cái,"-0,001394062134","21,4815656","21,4815656","14,88988663","2999,843864","0,0000871156024","0,07142857143","15,00006275",,,,0
dây rốn,"-0,0001742387939","24,97341869","24,97341869","17,31025476","727,5517564","0,0000871156024",1,"15,00006282",,,,0
thịt gà,"0,2498257403","22,84413567","24,84413567","25,09684818","1296,094214","0,0001742312048","0,4","16,00003139",,,,0
hiệu_ứng angelina,"0,1874292015","22,27297897","26,27297897","35,84697678","1087,180047","0,0003484624096","0,4444444444","17,00001569",,,,0
angelina jolie,"0,1093491269","21,71603085","27,71603085","47,7149967","1860,721539","0,0006969248192","0,8","18,00000784",,,,0
điều_trị ung_thư,"0,1386731112","18,26605956","23,43598456","35,54411068","10514,63094","0,0005226936144","0,1176470588","17,58497289",,,,0
ung_thư vú,"0,03697205182","19,65218437","29,0530638","64,77039373","16325,65976","0,002265005663","0,5098039216","19,70044211",,,,1
vú giai_đoạn,"-0,003137861651","18,9455127","18,9455127","13,13202871","6866,630924","0,0000871156024","0,03571428571","15,00006264",,,,0
giai_đoạn muộn,"-0,0008712774501","22,21853119","22,21853119","15,40071225","1817,449779","0,0000871156024","0,125","15,00006278",,,,0
đột_biến gen,"0,08997733719","21,25095267","27,89480886","50,95755894","2422,752684","0,000871156024","0,7142857143","18,32193436",,,,1
khích_lệ phụ_nữ,"-0,004007985554","19,89660309","19,89660309","13,79127434","888,2182731","0,0000871156024","0,02272727273","15,00006258",,,,0
căn_bệnh nan_y,"-0,0007841011347","22,80349369","22,80349369","15,80617736","1817,449779","0,0000871156024","0,125","15,00006278",,,,1
tạp_chí new,"-0,000958484122","21,6514906","21,6514906","15,00766966","1647,253392","0,0000871156024","0,1428571429","15,00006277",,,,0
new york,"0,2498693114","23,38845619","25,38845619","25,69484538","1142,608223","0,0001742312048","0,5","16,0000314",,,,0
york times,"-0,0002613619855","24,38845619","24,38845619","16,90478965","888,2182731","0,0000871156024","0,5","15,00006282",,,,0
nữ diễn_viên,"-0,0002613619855","24,38845619","24,38845619","16,90478965","888,2182731","0,0000871156024","0,5","15,00006282",,,,0
diễn_viên nổi_tiếng,"-0,0001742387939","24,97341869","24,97341869","17,31025476","727,5517564","0,0000871156024",1,"15,00006282",,,,0
jolie tiết_lộ,"-0,0009583475177","22,51398707","22,51398707","15,60550666","2180,506994","0,0000871156024","0,1","15,00006277",,,,0
phẫu_thuật cắt,"0,1874346481","22,38845619","26,38845619","36,03283019","1747,364022","0,0003484624096","0,5","17,00001569",,,,0
phòng ngừa,"-0,0002613619855","24,38845619","24,38845619","16,90478965","727,5517564","0,0000871156024","0,5","15,00006282",,,,0
ngừa ung_thư,"-0,004617901019","19,68801647","19,68801647","13,64669311","888,2182731","0,0000871156024","0,01960784314","15,00006255",,,,1
ung_thư di_truyền,"-0,00540542485","17,68801647","17,68801647","12,26039875","16616,3956","0,0000871156024","0,01960784314","15,0000625",,,,0
xét_nghiệm dương_tính,"-0,0007841011347","22,80349369","22,80349369","15,80617736","1817,449779","0,0000871156024","0,125","15,00006278",,,,1
